Name,Score
Person,0.7608315944671631
Person,0.7388831377029419
Person,0.7351620197296143
Car,0.729200541973114
Person,0.7166886329650879
Person,0.7164458632469177
Clothing,0.6575774550437927
Pants,0.6559048295021057
Person,0.648353636264801
Outerwear,0.6344801187515259
